name,1948-2023,average,is_increasing_name,is_timeless_name,if_jew_boys_muslim_boys_common,if_jew_boys_jew_girls,is_common_name,international_score,bible_score,nature_score,art_score,syllabels_score,light_score,summer_score,winter_score,spring_score,autumn_score
טג'ו,14,5.988316450572646e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,2,0,-1.0,0.0,0.0,0.0
טבריו,13,6.526659438406502e-06,0,1,0.0,0.0,0.0,0.0,0.2,0.6,0.0,3,0,0.2,0.0,0.0,0.0
חיים-צבי,7,4.070451457473515e-06,0,1,0.0,0.0,0.0,0.0,0.8,1,0.0,4,0,0.6,0.0,0.7,0.0
הערשל,11,5.270384963367512e-06,0,1,0.0,0.0,0.0,-1.0,0.2,-1,0.0,3,0,0.0,0.0,0.0,0.0
אגומאס,30,1.033648234445961e-05,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0,0.0,0.0,0.0,0.0
הנריקו,9,4.533844083798229e-06,0,1,0.0,0.0,0.0,0.8,0,0,0.5,3,0,0.0,0.0,0.0,0.0
טבג'ה,7,4.150847230564102e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,3,0,-1.0,0.0,-1.0,0.0
אגומס,28,1.2138028649132145e-05,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,2,0,0.0,0.0,0.0,0.0
אגון,15,7.006452430840184e-06,0,1,0.0,0.0,0.0,0.0,0,0,0.0,2,0,0.0,0.0,0.0,0.0
אגור,13,7.2625417585164584e-06,0,1,0.0,0.0,0.0,0.0,0.2,0,0.0,2,0,0.0,0.0,0.0,0.0
ז'רר,9,4.597795824218369e-06,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,1,0,0.0,0.0,0.0,0.0
ז'ררד,6,3.1983300326530663e-06,0,1,0.0,0.0,0.0,0.5,0,0,0.5,2,0,0.0,0.0,0.0,0.0
הנריקה,26,1.234342232921049e-05,0,1,0.0,0.0,0.0,1.0,0,0,0.5,4,0,0.0,0.0,0.0,0.0
טבי,11,6.808443068097881e-06,0,1,0.0,0.0,0.0,0.0,0.2,0,0.0,2,0,0.0,0.0,0.0,0.0
חיים-משה,5,2.4040316279547114e-06,0,1,0.0,0.0,0.0,0.0,0.8,0.5,0.0,4,0,0.0,0.0,0.5,0.0
זנון,7,3.255884715404478e-06,0,1,0.0,0.0,0.0,0.0,0,0,0.0,2,0,0.0,0.0,0.0,0.0
אביחן,20,9.243549103353672e-06,0,1,0.0,0.0,0.0,0.0,0.4,0,0.0,3,0,0.0,0.0,0.0,0.0
טיימורז,62,2.1234731180554478e-05,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,3,0,0.0,0.0,0.0,0.0
דסלאו,7,3.707405578751963e-06,0,1,0.0,0.0,0.0,-1.0,0,0,-1.0,3,0,0.0,0.0,0.0,0.0
אדולפו,50,1.8179842932464104e-05,0,1,0.0,0.0,0.0,0.6,0,0,0.2,4,0,0.0,0.0,0.0,0.0
אדולף,25,8.875879497834928e-06,0,1,0.0,0.0,0.0,0.6,0,0,0.0,3,0,0.0,0.0,0.0,0.0
זינוביי,18,8.216249941047973e-06,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,4,0,0.0,0.0,0.0,0.0
דסיה,31,1.3854297864018767e-05,0,1,0.0,0.0,0.0,0.0,0.2,0,0.0,3,0,0.0,0.0,0.0,0.0
דקר,104,3.610054182568465e-05,0,1,0.0,0.0,0.0,0.0,0,0.2,0.0,1,0,0.0,0.0,0.0,0.0
דסיא,7,4.3910357433314446e-06,0,1,0.0,0.0,0.0,0.0,0,-1,-1.0,3,0,0.0,0.0,0.0,0.0
דרבאו,12,5.547630037701321e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,3,0,0.0,0.0,0.0,0.0
דסטין,9,3.147031271506575e-06,0,1,0.0,0.0,0.0,1.0,0,0,0.0,2,0,0.0,0.0,0.0,0.0
טומש,55,1.8804754123065418e-05,0,1,0.0,0.0,0.0,0.0,0,0,0.0,1,0,0.0,0.0,0.0,0.0
אבבו,15,6.628889757344159e-06,0,1,0.0,0.0,0.0,0.0,0,0,0.0,3,0,0.0,0.0,0.0,0.0
זימל,5,2.8115186921645918e-06,0,1,0.0,0.0,0.0,0.0,0,0,0.0,2,0,0.0,0.0,0.0,0.0
זיסה,5,2.5492270549827426e-06,0,1,0.0,0.0,0.0,0.0,0.4,0.4,0.5,2,1,0.8,0.0,0.8,0.2
טזזו,25,1.1834013381086353e-05,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,-1,0,-1.0,-1.0,-1.0,0.0
זיסו,16,7.093071641990946e-06,0,1,0.0,0.0,0.0,0.0,0,0.2,0.0,2,0.2,0.5,0.0,0.2,0.0
טופיג,9,5.673197645572346e-06,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,2,0,0.0,0.0,0.0,0.0
דריוש,44,1.578900135109321e-05,0,1,0.0,0.0,0.0,0.0,0.4,0,0.0,2,0,0.0,0.0,0.0,0.0
ויסריון,10,5.928973935822577e-06,0,1,0.0,0.0,0.0,0.0,0,0,0.0,4,0,0.0,0.0,0.0,0.0
אבימור,5,2.7301200598287967e-06,0,1,0.0,0.0,0.0,0.0,0.4,0.2,0.0,3,0,0.0,0.0,0.0,0.0
זוסיה,11,4.378854708281718e-06,0,1,0.0,0.0,0.0,0.3,0.4,0,0.2,3,0,0.0,0.0,0.0,0.0
דרבבאו,12,4.89682680831324e-06,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,4,0,0.0,0.0,0.0,0.0
חזון,7,3.9536610224164905e-06,0,1,0.0,0.0,0.0,0.0,0.4,0,0.6,2,0,0.0,0.0,0.0,0.0
אביחי-אברהם,5,2.690894589384589e-06,0,1,0.0,0.0,0.0,0.0,1,0,0.0,5,0,0.0,0.0,0.0,0.0
טזבאו,13,5.976620621365255e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0,-1.0,-1.0,0.0,-1.0
דריה,7,3.895909717879273e-06,0,1,0.0,0.0,0.0,0.0,0.4,0.5,0.0,3,0,0.0,0.0,0.5,0.0
אבים,21,1.1201829054697486e-05,0,1,0.0,0.0,0.0,0.0,0,0.9,0.0,2,0,0.0,0.8,0.0,0.2
זייס,16,8.922841317407365e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,1,0,0.0,0.0,0.0,0.0
זיל,5,3.0414097954937087e-06,0,1,0.0,0.0,0.0,0.0,0.2,0.5,0.0,1,0,0.0,0.0,0.0,0.0
זילבר,21,1.032978217646329e-05,0,1,0.0,0.0,0.0,0.0,0,0,0.5,2,0.2,0.0,0.0,0.0,0.0
דרגה,17,9.382564139600175e-06,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,2,0,0.0,0.0,0.0,0.0
דנקו,9,5.0006034844114526e-06,0,1,0.0,0.0,0.0,0.0,0,0,0.0,2,0,0.0,0.0,0.0,0.0
דרג'או,7,3.929920085960234e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0,-1.0,0.0,0.0,0.0
דרבה,91,2.7475952736932364e-05,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,2,0,0.0,0.0,0.0,0.0
זיסמן,6,1.9167293380070487e-06,0,1,0.0,0.0,0.0,0.0,0.2,0.2,0.0,2,0,0.2,0.0,0.2,0.0
זינאו,7,3.405991667946205e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0,-1.0,0.0,0.0,0.0
טופיק,43,1.5811147835324645e-05,0,1,0.0,0.0,0.0,0.0,0,0,0.0,2,0,0.0,0.0,0.0,0.0
דסליין,22,9.93239275071056e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0,-1.0,0.0,-1.0,0.0
טורניקה,6,3.2310569282445303e-06,0,1,0.0,0.0,0.0,0.0,0,0.5,0.0,4,0,0.0,0.0,0.0,0.0
אדוניהו,5,3.02124563041407e-06,0,1,0.0,0.0,0.0,0.0,1,0,0.0,4,0,0.0,0.0,0.0,0.0
אבגני,116,2.9132212825874716e-05,0,1,0.0,0.0,0.0,0.0,0,0,0.2,3,0,0.0,0.0,0.0,0.0
דסלאן,5,2.593217275948397e-06,0,1,0.0,0.0,0.0,0.0,0,-1,0.0,3,0,-1.0,0.0,0.0,0.0
דסמונד,12,5.704368834666841e-06,0,1,0.0,0.0,0.0,1.0,0,0,0.0,2,0,0.0,0.0,0.0,0.0
זינובי,189,6.165060164304212e-05,0,1,0.0,0.0,0.0,0.0,0,0,-1.0,3,0,0.0,0.0,0.0,0.0
דע-אל,6,1.946329588623099e-06,0,1,0.0,0.0,0.0,0.0,0.2,0,0.0,3,0,0.0,0.0,0.0,0.0
אדונה,10,5.618969736446644e-06,0,1,0.0,0.0,0.0,0.0,0.4,0,0.0,3,0,0.0,0.0,0.0,0.0
הובר,10,3.866256652185485e-06,0,1,0.0,0.0,0.0,0.0,0,0,0.0,2,0,0.0,0.0,0.0,0.0
אדוין,38,1.7428339153506633e-05,0,1,0.0,0.0,0.0,0.4,0,0,0.0,3,0,0.0,0.0,0.0,0.0
הוארד,47,1.6886820768814314e-05,0,1,0.0,0.0,0.0,0.0,0,0,0.0,-1,0,0.0,0.0,0.0,0.0
חיזגיה,6,3.2386590195267246e-06,0,1,0.0,0.0,0.0,0.0,1,0,0.0,4,0,0.0,0.0,0.0,0.0
הוורד,67,2.015676044745907e-05,0,1,0.0,0.0,0.0,0.0,0,1,0.7,2,0,1.0,0.0,1.0,0.2
אדגה,5,2.8069001459579826e-06,0,1,0.0,0.0,0.0,0.0,0.2,0.5,0.0,3,0,0.0,0.0,0.0,0.0
זוריאן,7,4.4356800822504305e-06,0,1,0.0,0.0,0.0,0.0,0,0,0.0,3,0.5,0.0,0.0,0.0,0.0
טדגה,7,4.375319067757917e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0,-1.0,0.0,-1.0,0.0
טדילו,12,6.6354122274067906e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,3,0,0.0,0.0,0.0,0.0
זון,7,3.884558645312941e-06,0,1,0.0,0.0,0.0,0.0,0,0,0.0,1,0,0.0,0.0,0.0,0.0
אביעז,8,3.3070102636826026e-06,0,1,0.0,0.0,0.0,0.0,0.4,0,0.0,3,0,0.0,0.0,0.0,0.0
זוניה,6,3.930403594384375e-06,0,1,0.0,0.0,0.0,0.0,0,-1,-1.0,3,0,0.0,0.0,0.0,0.0
אדגו,13,6.4310889928568806e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,3,0,0.0,0.0,0.0,0.0
אדגארדו,5,3.3833954419293022e-06,0,1,0.0,0.0,0.0,0.8,0,0,0.2,4,0,0.0,0.0,0.0,0.0
טדלו,45,1.6606828823335403e-05,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0,0.0,0.0,0.0,0.0
הוברט,50,1.6654639935785003e-05,0,1,0.0,0.0,0.0,0.8,0,0,0.0,2,0,0.0,0.0,0.0,0.0
הוברד,7,3.2634651861886943e-06,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,3,0,0.0,0.0,0.0,0.0
הודי,5,2.8289436392858297e-06,0,1,0.0,0.0,0.0,0.0,0.2,0,0.0,2,0,0.0,0.0,0.0,0.0
זוריסלב,5,2.742265386537402e-06,0,1,0.0,0.0,0.0,0.0,0,0.2,-1.0,4,0,0.0,0.0,0.0,0.0
טווצ'או,13,6.998842554385853e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0,-1.0,0.0,-1.0,0.0
זוריק,55,1.879215823074748e-05,0,1,0.0,0.0,0.0,0.0,0,-1,0.0,2,0,0.0,0.0,0.0,0.0
האבטמו,7,3.055375032318664e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,-1,0,0.0,0.0,0.0,0.0
אבינט,5,3.208796087723722e-06,0,1,0.0,0.0,0.0,0.0,0,0,0.0,2,0,0.0,0.0,0.0,0.0
האבטו,14,6.652128083851862e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,3,0,0.0,0.0,0.0,0.0
טהיר,6,3.425038932212875e-06,0,1,0.0,0.0,0.0,0.0,0.2,0.2,0.0,2,0.2,0.0,0.0,0.0,0.0
אדברד,14,5.621445248814644e-06,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,3,0,0.0,0.0,0.0,0.0
הומיון,8,5.1504151492710315e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0,0.0,0.0,0.0,0.0
זולי,5,2.611444613424294e-06,0,1,0.0,0.0,0.0,0.0,0,0,0.0,2,0,0.0,0.0,0.0,0.0
טוד,59,2.1645322486075154e-05,0,1,0.0,0.0,0.0,0.7,0,0,0.0,1,0,0.0,0.0,0.0,0.0
טודור,11,5.884980771466078e-06,0,1,0.0,0.0,0.0,0.6,0,0,0.0,3,0,0.0,0.0,0.0,0.0
הדראל,5,2.235646198465125e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0,0.0,0.0,-1.0,0.0
אדגרד,16,8.717734342378875e-06,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,3,0,0.0,0.0,0.0,0.0
אדגרדו,59,1.981584742156835e-05,0,1,0.0,0.0,0.0,0.6,0,0,0.5,4,0,0.0,0.0,0.0,0.0
חיו,21,9.777972340767388e-06,0,1,0.0,0.0,0.0,0.0,0.4,-1,0.0,2,0,0.0,0.0,0.5,0.0
זורבי,12,6.733651695458599e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,3,0,0.0,0.0,0.2,0.0
חיאל,14,5.954766327096001e-06,0,1,0.0,0.0,0.0,0.0,0.4,0,0.0,2,0,0.0,0.0,0.0,0.0
טוודרוס,13,5.315088267447108e-06,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,3,0,0.0,0.0,0.0,0.0
זורה,14,7.794299580860941e-06,0,1,0.0,0.0,0.0,0.0,0,0.5,-1.0,2,1,0.6,0.2,0.7,0.5
הגוס,19,8.695268990152967e-06,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,1,0,0.0,0.0,0.0,0.0
אבוהאי,20,1.0731799545199267e-05,0,1,0.0,0.0,0.0,-1.0,0.4,0,0.0,4,0,0.0,0.0,0.0,0.0
זורז,7,3.975556152207927e-06,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,1,0,0.0,0.0,0.0,0.0
זורי,36,1.5549037614332665e-05,0,1,0.0,0.0,0.0,0.0,0.2,-1,0.0,2,0.5,0.5,0.0,0.5,0.0
חיזגיל,19,1.0094199395770034e-05,0,1,0.0,0.0,0.0,-1.0,0.8,0,0.0,3,0,0.0,0.0,0.0,0.0
טובל,8,4.08405634287288e-06,0,1,0.0,0.0,0.0,0.0,0.2,0.6,0.0,2,0,0.0,0.0,0.2,0.0
אביעד-אברהם,8,4.312342976177515e-06,0,1,0.0,0.0,0.0,0.3,0.8,0.2,0.0,5,0,0.0,0.0,0.0,0.0
אבוהאיי,5,3.0093850087977257e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,4,0,0.0,0.0,0.0,0.0
זול,7,3.917309645114688e-06,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,1,0,0.0,0.0,0.0,0.0
טדאוש,6,3.1660594018845705e-06,0,1,0.0,0.0,0.0,0.3,0,0,0.2,3,0,0.0,0.0,0.0,0.0
זולטן,78,2.6704183121625984e-05,0,1,0.0,0.0,0.0,0.4,0,0,0.0,3,0,0.0,0.0,0.0,0.0
זוראב,8,4.3347016565449415e-06,0,1,0.0,0.0,0.0,0.0,0,0,0.0,3,0,0.0,0.0,0.0,0.0
חזקאל,15,7.134513580500684e-06,0,1,0.0,0.0,0.0,0.0,1,0,0.0,3,0,0.0,0.0,0.0,0.0
זכארי,11,5.999604054819251e-06,0,1,0.0,0.0,0.0,0.2,0.8,0,0.0,3,0,0.0,0.0,0.0,0.0
חי-חיים,9,4.2670206960661555e-06,0,1,0.0,0.0,0.0,0.0,0.8,0.5,0.0,3,0,0.6,0.0,0.8,0.0
יודי,7,3.5399610956819437e-06,0,1,0.0,0.0,0.0,0.0,0.5,0,0.0,2,0,0.0,0.0,0.0,0.0
יושע,6,3.1549840916168194e-06,0,1,0.0,0.0,0.0,0.3,1,0,0.0,3,0,0.0,0.0,0.0,0.0
יוהן,265,7.316163930124887e-05,0,1,0.0,0.0,0.0,1.0,0.4,0,0.5,2,0,0.0,0.0,0.0,0.0
ורד,14,8.045167149363322e-06,0,1,0.0,0.0,0.0,0.3,0.4,1,0.7,1,0,1.0,0.0,1.0,0.2
אפרם,34,1.34909376770335e-05,0,1,0.0,0.0,0.0,0.0,0.4,0,0.0,2,0,0.0,0.0,0.0,0.0
אנדבט,33,1.138140283299714e-05,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,3,0,0.0,0.0,0.0,0.0
עבדיאל,13,6.960102417087002e-06,0,1,0.0,0.0,0.0,0.0,0.4,0,0.0,3,0,0.0,0.0,0.0,0.0
סני,40,1.6075139498310036e-05,0,1,0.0,0.0,0.0,0.0,0,-1,0.0,2,0,0.0,0.0,0.0,0.0
יובב,61,2.0385312525638153e-05,0,1,0.0,0.0,0.0,-1.0,0.2,0,0.0,2,0,0.0,0.0,0.0,0.0
פייבל,36,1.3023869208926564e-05,0,1,0.0,0.0,0.0,0.0,0.4,0,0.5,2,0,0.0,0.0,0.0,0.0
זמנה,113,3.418548513879144e-05,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0,-1.0,0.0,0.0,0.0
פארל,7,4.10220762688499e-06,0,1,0.0,0.0,0.0,0.0,0,0,0.0,2,0,0.0,0.0,0.0,0.0
אנשל,31,1.2706441065624653e-05,0,1,0.0,0.0,0.0,0.0,0.4,0,0.0,2,0,0.0,0.0,0.0,0.0
עיבל,7,3.843100565690744e-06,0,1,0.0,0.0,0.0,0.0,0.4,0.5,0.0,2,0,0.0,0.0,0.0,0.0
דסלי,17,8.501462013934201e-06,0,1,0.0,0.0,0.0,0.0,0,0,0.0,2,0,0.0,0.0,0.0,0.0
יזאק,14,5.996005095940705e-06,0,1,0.0,0.0,0.0,0.0,0.4,0,0.0,2,0,0.0,0.0,0.0,0.0
היכל,6,2.0807290569674067e-06,0,1,0.0,1.0,0.0,-1.0,0.4,0,0.0,2,0,0.0,0.0,0.0,0.0
מיי,13,4.729992647989655e-06,0,1,0.0,0.0,0.0,0.6,0,1,0.2,1,0,1.0,0.2,0.6,0.0
יהשוע,31,1.084569453316309e-05,0,1,0.0,0.0,0.0,0.5,0.8,0,0.0,3,0.2,0.0,0.0,0.0,0.0
שר-אל,24,8.609959112890191e-06,0,1,0.0,0.0,0.0,0.0,0.7,0.2,0.5,2,0.2,0.0,0.0,0.0,0.0
עירן,1121,0.0003285576854773569,0,1,0.0,0.0,0.0,0.0,0.2,0.2,0.0,2,0,0.0,0.0,0.2,0.0
אריחי,6,3.473543946373704e-06,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,3,0,0.0,0.0,0.0,0.0
רולנד,195,6.281324079340688e-05,0,1,0.0,0.0,0.0,1.0,0,0,0.5,2,0,0.0,0.0,0.0,0.0
חותם,6,2.8738988794799432e-06,0,1,0.0,0.0,0.0,-1.0,0,0,0.0,2,0,0.0,0.0,0.0,0.0
דסאלי,9,4.545188125155953e-06,0,1,0.0,0.0,0.0,0.0,0,-1,-1.0,3,0,0.0,0.0,0.0,0.0
יהוחי,6,2.9611157518667095e-06,0,1,0.0,0.0,0.0,-1.0,0.4,0,0.0,3,0.5,0.0,0.0,0.2,0.0
גיים,5,2.882040524318718e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,1,0,0.0,0.0,0.0,0.0
שלמה-חיים,13,6.182904784271191e-06,0,1,0.0,0.0,0.0,0.0,0.8,0.2,0.0,4,0,0.0,0.0,0.2,0.0
בריוחאי,11,5.701681236413272e-06,0,1,0.0,0.0,0.0,-1.0,0.4,0,0.0,4,0,0.0,0.0,0.0,0.0
מירם,10,4.905724679333671e-06,0,1,0.0,1.0,0.0,0.0,0.4,0,-1.0,2,0,0.0,0.0,0.0,0.0
אהוליאב,12,6.696931805370702e-06,0,1,0.0,0.0,0.0,-1.0,1,0.2,1.0,4,0,0.0,0.0,0.0,0.0
נמר,6,3.2771578360450826e-06,0,1,0.0,0.0,0.0,0.0,0.4,1,0.0,1,0,0.0,0.0,0.0,0.0
אדמון,126,3.747078888240958e-05,0,1,0.0,0.0,0.0,0.4,0.2,0.5,0.0,3,0,0.0,0.0,0.0,0.5
שי-דוד,8,3.1554321345011684e-06,0,1,0.0,0.0,0.0,0.3,0.8,0.2,0.0,3,0,0.0,0.0,0.0,0.0
יונאל,8,3.2960903326112763e-06,0,1,0.0,0.0,0.0,0.0,0.4,0.6,0.0,3,0,0.0,0.0,0.0,0.0
אידר,6,3.0735999242552507e-06,0,1,0.0,1.0,0.0,0.0,0,-1,-1.0,2,0,0.0,0.0,0.0,0.0
אנדריאה,5,2.6450189553405046e-06,0,1,0.0,0.0,0.0,1.0,0,0,0.5,4,0,0.0,0.0,0.0,0.0
סלאח,7,3.397108529823215e-06,0,1,0.0,0.0,0.0,0.2,0.2,0,0.0,2,0,0.0,0.0,0.0,0.0
עמיאור,20,7.694712880725188e-06,0,1,0.0,0.0,0.0,0.0,0.4,0.6,0.2,3,1,0.6,0.0,0.6,0.0
אנגדאו,26,9.510785250605266e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0,-1.0,0.0,-1.0,0.0
חבטמו,10,4.471043873223575e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,3,0,0.0,0.0,0.0,0.0
אנמוט,8,4.141443326138863e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,2,0,-1.0,0.0,0.0,0.0
יוראל,10,4.7993011051024936e-06,0,1,0.0,0.0,0.0,0.0,0.4,0.5,0.0,3,0,0.0,0.0,0.0,0.0
עקביא,6,2.6776042095689714e-06,0,1,0.0,0.0,0.0,0.0,0.8,0,0.0,3,0,0.0,0.0,0.0,0.0
אקים,26,1.202023329195344e-05,0,1,0.0,0.0,0.0,0.2,0.4,0,0.0,2,0,0.0,0.0,0.0,0.0
דעואל,13,6.213726377482171e-06,0,1,0.0,0.0,0.0,0.0,0.4,0,0.0,3,0,0.0,0.0,0.0,0.0
ג'ודה,25,1.1263699418273488e-05,0,1,1.0,0.0,0.0,0.6,1,0,0.0,2,0,0.0,0.0,0.0,0.0
עלם,30,1.4272452024049242e-05,0,1,1.0,1.0,0.0,0.0,0.2,0,0.0,1,0,0.0,0.0,0.2,0.0
אריאל-דוד,10,4.79887965190528e-06,0,1,0.0,0.0,0.0,0.6,1,0.6,0.0,4,0.5,0.0,0.0,0.2,0.0
כתריאל,181,4.6261724111736545e-05,1,1,0.0,0.0,0.0,0.0,0.4,0,0.2,3,0,0.0,0.0,0.0,0.0
יראל,52,1.5306062931875777e-05,0,1,0.0,0.0,0.0,0.0,0.8,0,0.0,2,0,0.0,0.0,0.0,0.0
ג'יימס,201,4.941777408264676e-05,0,1,0.0,0.0,0.0,1.0,0,0,0.5,1,0,0.0,0.0,0.0,0.0
טהר,108,2.2818761404092998e-05,1,1,0.0,0.0,0.0,0.0,0.2,0.2,0.0,1,0.2,0.0,0.0,0.2,0.0
זכר,303,8.673042719441761e-05,0,1,0.0,0.0,0.0,-1.0,0.4,0,0.0,1,0,0.0,0.0,0.0,0.0
דרגן,12,7.706800404952626e-06,0,1,0.0,0.0,0.0,0.0,0,0.2,0.0,2,0,0.0,0.0,0.0,0.0
זילברט,5,3.3528879131600166e-06,0,1,0.0,0.0,0.0,0.0,0,0,0.2,3,0,0.0,0.0,0.0,0.0
דרול,6,3.326616185727733e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,2,0,0.0,0.0,0.0,0.0
דרויש,6,2.6731619369084865e-06,0,1,0.0,0.0,0.0,0.0,0,0,0.0,2,0,0.0,0.0,0.0,0.0
אביינך,8,3.965993536817253e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,3,0,0.0,0.0,0.0,0.0
דרון,9,4.899474312959774e-06,0,1,0.0,0.0,0.0,0.0,0,0,0.0,2,0,0.0,0.0,0.0,0.0
דרוין,5,2.8198294070152196e-06,0,1,0.0,0.0,0.0,0.0,0,0.2,0.0,2,0,0.0,0.0,0.0,0.0
דרו,13,6.779545748824804e-06,0,1,0.0,0.0,0.0,0.8,0,0.5,0.0,1,0,0.0,0.0,0.0,0.0
זיסקינד,5,3.0686702275682097e-06,0,1,0.0,0.0,0.0,-1.0,0.2,0.2,0.0,3,0,0.0,0.0,0.0,0.0
דסאליין,24,8.203297067251766e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0,0.0,0.0,0.0,0.0
זישה,11,5.373500749751501e-06,0,1,0.0,0.0,0.0,0.0,0.4,0,0.0,2,0,0.0,0.0,0.0,0.0
זינדל,7,3.252419708778342e-06,0,1,0.0,0.0,0.0,0.0,0,0,0.0,2,0,0.0,0.0,0.0,0.0
דרור-חיים,5,2.8882442914398883e-06,0,1,0.0,0.0,0.0,0.0,0.7,0.8,0.2,4,0,0.5,0.0,0.6,0.0
אבג'ה,50,2.1015705953345397e-05,0,1,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0,0.0,0.0,-1.0,0.0
דריוס,8,5.297046332512318e-06,0,1,0.0,0.0,0.0,0.5,0,0,0.0,3,0,0.0,0.0,0.0,0.0
טומר,5,2.143894534865185e-06,0,1,0.0,0.0,0.0,0.0,0.2,0.6,0.0,2,0,0.2,0.0,0.5,0.0
מילוא,19,4.642025754360386e-06,0,1,0.0,0.0,0.0,-1.0,0,0.5,-1.0,2,0,0.0,0.0,0.0,0.0
האבטה,9,4.288234949499854e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,3,0,0.0,0.0,0.0,0.0
מטיאס,216,5.849047992677137e-05,0,1,0.0,0.0,0.0,0.6,0.4,0,0.0,3,0,0.0,0.0,0.0,0.0
אלפי,28,1.1666827487921724e-05,0,1,0.0,0.0,0.0,0.0,0.2,0,0.0,3,0,0.0,0.0,0.0,0.0
רזאל,20,8.992745978532846e-06,0,1,0.0,0.0,0.0,0.0,0.4,0.2,0.0,2,0,0.0,0.0,0.0,0.0
זכאי,124,3.700171243012049e-05,0,1,0.0,0.0,0.0,0.0,0.4,0,0.0,3,0,0.0,0.0,0.0,0.0
שמריה,50,1.811886286308999e-05,0,1,0.0,0.0,0.0,0.0,0.7,0,0.0,3,0,0.0,0.0,0.0,0.0
עליון,10,4.961507324733238e-06,0,1,0.0,0.0,0.0,0.0,0.4,0.2,0.0,3,0.5,0.0,0.0,0.0,0.0
רוסטיסלב,341,0.00010018060959521997,0,1,0.0,0.0,0.0,0.3,0,0.2,0.0,4,0,0.0,0.0,0.0,0.0
יחיעם,191,5.808249126229239e-05,0,1,0.0,0.0,0.0,-1.0,0.4,0.3,0.0,3,0,0.0,0.0,0.0,0.0
צחי,2824,0.0007953544506883461,0,1,0.0,0.0,0.0,0.0,0.4,0,0.0,2,0,0.2,0.0,0.2,0.0
דמיד,14,4.030689607718372e-06,0,1,0.0,0.0,0.0,-1.0,0,-1,0.0,2,0,0.0,0.0,0.0,0.0
אדריאל,37,1.295183391120759e-05,0,1,0.0,0.0,0.0,0.0,0.4,0.2,0.0,3,0,0.0,0.0,0.0,0.0
שיי,26,1.1173113619666198e-05,1,1,0.0,1.0,0.0,0.0,0,-1,0.5,1,0,0.0,0.0,0.0,0.0
נואל,115,3.283296297135896e-05,0,1,0.0,1.0,0.0,0.6,0,0,0.0,2,0,0.0,1.0,0.0,0.0
